attacked_text,attack_model_output,num_queries,improvement
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly brilliant. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as powerful as this should be around for all lovers to see. I remember how regrettable I was at the ended and it really came as a shock. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my local library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.0252),48,False
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly brilliant. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as powerful as this should be around for all lovers to see. I remember how regrettable I was at the halt and it really came as a shock. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my local library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.0593),48,True
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly brilliant. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as powerful as this should be around for all lovers to see. I remember how regrettable I was at the terminate and it really came as a shock. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my local library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.0297),48,False
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly brilliant. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as powerful as this should be around for all lovers to see. I remember how regrettable I was at the terminated and it really came as a shock. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my local library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.0247),48,False
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly brilliant. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as powerful as this should be around for all lovers to see. I remember how regrettable I was at the terminating and it really came as a shock. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my local library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.0416),48,False
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly brilliant. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as powerful as this should be around for all lovers to see. I remember how regrettable I was at the termination and it really came as a shock. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my local library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.0272),48,False
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly brilliant. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as powerful as this should be around for all lovers to see. I remember how regrettable I was at the halt and it really came as a shocked. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my local library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.0956),50,True
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly brilliant. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as powerful as this should be around for all lovers to see. I remember how regrettable I was at the halt and it really came as a shocks. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my local library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.0450),50,False
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly brilliant. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as powerful as this should be around for all lovers to see. I recall how regrettable I was at the halt and it really came as a shocked. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my local library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.0776),58,False
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly brilliant. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as powerful as this should be around for all lovers to see. I recalling how regrettable I was at the halt and it really came as a shocked. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my local library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.0530),58,False
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly brilliant. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as powerful as this should be around for all lovers to see. I recollect how regrettable I was at the halt and it really came as a shocked. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my local library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.0260),58,False
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly brilliant. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as powerful as this should be around for all lovers to see. I rember how regrettable I was at the halt and it really came as a shocked. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my local library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.0529),58,False
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly brilliant. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as powerful as this should be around for all lovers to see. I remembering how regrettable I was at the halt and it really came as a shocked. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my local library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.0357),58,False
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly brilliant. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as powerful as this should be around for all lovers to see. I remembers how regrettable I was at the halt and it really came as a shocked. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my local library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.1018),58,True
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly brilliant. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as powerful as this should be around for all lovers to see. I remind how regrettable I was at the halt and it really came as a shocked. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my local library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.0522),58,False
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly brilliant. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as powerful as this should be around for all lovers to see. I reminisce how regrettable I was at the halt and it really came as a shocked. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my local library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.0684),58,False
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly brilliant. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as powerful as this should be around for all lovers to see. I remembers how regrettable I was at the halt and it really came as a shocked. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my locale library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.1069),59,True
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly brilliant. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as emphatic as this should be around for all lovers to see. I remembers how regrettable I was at the halt and it really came as a shocked. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my locale library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.0512),64,False
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly brilliant. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as forceful as this should be around for all lovers to see. I remembers how regrettable I was at the halt and it really came as a shocked. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my locale library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.1012),64,False
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly brilliant. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as influential as this should be around for all lovers to see. I remembers how regrettable I was at the halt and it really came as a shocked. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my locale library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.1125),64,True
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly brilliant. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as mighty as this should be around for all lovers to see. I remembers how regrettable I was at the halt and it really came as a shocked. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my locale library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.1060),64,False
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly brilliant. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as potent as this should be around for all lovers to see. I remembers how regrettable I was at the halt and it really came as a shocked. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my locale library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.0631),64,False
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly excellent. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as influential as this should be around for all lovers to see. I remembers how regrettable I was at the halt and it really came as a shocked. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my locale library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.0667),79,False
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly fantastic. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as influential as this should be around for all lovers to see. I remembers how regrettable I was at the halt and it really came as a shocked. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my locale library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.0726),79,False
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly glittering. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as influential as this should be around for all lovers to see. I remembers how regrettable I was at the halt and it really came as a shocked. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my locale library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.0752),79,False
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly gorgeous. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as influential as this should be around for all lovers to see. I remembers how regrettable I was at the halt and it really came as a shocked. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my locale library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.1500),79,True
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly lustrous. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as influential as this should be around for all lovers to see. I remembers how regrettable I was at the halt and it really came as a shocked. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my locale library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.9005),79,True
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly magnificent. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as influential as this should be around for all lovers to see. I remembers how regrettable I was at the halt and it really came as a shocked. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my locale library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.0806),79,False
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly marvellous. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as influential as this should be around for all lovers to see. I remembers how regrettable I was at the halt and it really came as a shocked. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my locale library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.1057),79,False
"I have Never forgot this movie. All these years and it has remained in my life. I have looked for this movie on so many sites and stores. If anyone ever reads this and has a copy I will pay you for a copy of it or please let me know where I could find one. This is a movie that should be a Classic Romance known as well as my other favorite, Somewhere in Time. It was truly marvelous. If the right actors would remake this film and give it the Patience it needs, to be the Right acting, It could be a block buster.A Love story as influential as this should be around for all lovers to see. I remembers how regrettable I was at the halt and it really came as a shocked. I believe with all my heart that Johnny really loved the woman and she him. This was one beautiful movie and it is a dishonour that it is not available for us to purchase. Please contact me at shawe49@aol.com - I want to give my thanks to a wonderful lady that responded to my message almost a year later. She had a copy of the movie and was so kind to send it to me. She is a great fan of this movie as I am. With her help, there have been 3 happy ladies to receive these DVDs'. She is waiting for the book that it is based on. I am checking with my locale library for it, titled 'Mrs Maitlands Affair, by Margarett Lynn. I am sure it is great also. Many thanks to Julie for her graciousness and friendship. I am your friend always,/ Sharon",tensor(0.0641),79,False
